i_header,i_label,i_data,title,link,coach_name,id,org,role_1,role_2,role,coach_role,year
Coaching career (HC unless noted),2010–2013,East Carolina (OC/QB),East Carolina Pirates football,/wiki/East_Carolina_Pirates_football,Lincoln Riley,Q19665666,East Carolina,OC/QB,,OC/QB,"['OC', 'QB']","['2010', '2013']"
Coaching career (HC unless noted),2010–2013,East Carolina (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Lincoln Riley,Q19665666,East Carolina,OC/QB,,OC/QB,"['OC', 'QB']","['2010', '2013']"
Coaching career (HC unless noted),2014,East Carolina (AHC/OC/QB),,,Lincoln Riley,Q19665666,East Carolina,AHC/OC/QB,,AHC/OC/QB,"['AHC', 'OC', 'QB']",['2014']
Coaching career (HC unless noted),2015–2016,Oklahoma (OC/QB),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Lincoln Riley,Q19665666,Oklahoma,OC/QB,,OC/QB,"['OC', 'QB']","['2015', '2016']"
Coaching career (HC unless noted),2017–2021,Oklahoma,,,Lincoln Riley,Q19665666,Oklahoma,,,HC,['HC'],"['2017', '2021']"
Coaching career (HC unless noted),2022–present,USC,USC Trojans football,/wiki/USC_Trojans_football,Lincoln Riley,Q19665666,USC,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1997,Sioux Falls (WR),Sioux Falls Cougars football,/wiki/Sioux_Falls_Cougars_football,Kalen DeBoer,Q6352090,Sioux Falls,WR,,WR,['WR'],['1997']
Coaching career (HC unless noted),1998–1999,Washington HS (SD) (assistant),"Washington High School (Sioux Falls, South Dakota)","/wiki/Washington_High_School_(Sioux_Falls,_South_Dakota)",Kalen DeBoer,Q6352090,Washington HS,SD ,assistant,assistant,['assistant'],"['1998', '1999']"
Coaching career (HC unless noted),2000–2004,Sioux Falls (OC),Offensive coordinator,/wiki/Offensive_coordinator,Kalen DeBoer,Q6352090,Sioux Falls,OC,,OC,['OC'],"['2000', '2004']"
Coaching career (HC unless noted),2005–2009,Sioux Falls,,,Kalen DeBoer,Q6352090,Sioux Falls,,,HC,['HC'],"['2005', '2009']"
Coaching career (HC unless noted),2010–2013,Southern Illinois (OC/WR),Southern Illinois Salukis football,/wiki/Southern_Illinois_Salukis_football,Kalen DeBoer,Q6352090,Southern Illinois,OC/WR,,OC/WR,"['OC', 'WR']","['2010', '2013']"
Coaching career (HC unless noted),2014–2016,Eastern Michigan (OC/QB),Eastern Michigan Eagles football,/wiki/Eastern_Michigan_Eagles_football,Kalen DeBoer,Q6352090,Eastern Michigan,OC/QB,,OC/QB,"['OC', 'QB']","['2014', '2016']"
Coaching career (HC unless noted),2017–2018,Fresno State (OC/QB),Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Kalen DeBoer,Q6352090,Fresno State,OC/QB,,OC/QB,"['OC', 'QB']","['2017', '2018']"
Coaching career (HC unless noted),2019,Indiana (OC/QB),Indiana Hoosiers football,/wiki/Indiana_Hoosiers_football,Kalen DeBoer,Q6352090,Indiana,OC/QB,,OC/QB,"['OC', 'QB']",['2019']
Coaching career (HC unless noted),2020–2021,Fresno State,Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Kalen DeBoer,Q6352090,Fresno State,,,HC,['HC'],"['2020', '2021']"
Coaching career (HC unless noted),2022–present,Washington,Washington Huskies football,/wiki/Washington_Huskies_football,Kalen DeBoer,Q6352090,Washington,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),2007,Wisconsin–Stevens Point (GA),University of Wisconsin–Stevens Point,/wiki/University_of_Wisconsin%E2%80%93Stevens_Point,Jake Dickert,Q108932686,Wisconsin–Stevens Point,GA,,GA,['GA'],['2007']
Coaching career (HC unless noted),2007,Wisconsin–Stevens Point (GA),Graduate assistant,/wiki/Graduate_assistant,Jake Dickert,Q108932686,Wisconsin–Stevens Point,GA,,GA,['GA'],['2007']
Coaching career (HC unless noted),2008,North Dakota State (GA),North Dakota State Bison football,/wiki/North_Dakota_State_Bison_football,Jake Dickert,Q108932686,North Dakota State,GA,,GA,['GA'],['2008']
Coaching career (HC unless noted),2009–2010,North Dakota State (S),,,Jake Dickert,Q108932686,North Dakota State,S,,S,['S'],"['2009', '2010']"
Coaching career (HC unless noted),2011,South Dakota (ST/DB),South Dakota Coyotes football,/wiki/South_Dakota_Coyotes_football,Jake Dickert,Q108932686,South Dakota,ST/DB,,ST/DB,"['ST', 'DB']",['2011']
Coaching career (HC unless noted),2012,Southeast Missouri State (DB),Southeast Missouri State Redhawks football,/wiki/Southeast_Missouri_State_Redhawks_football,Jake Dickert,Q108932686,Southeast Missouri State,DB,,DB,['DB'],['2012']
Coaching career (HC unless noted),2013,Augustana (DC),Augustana University Vikings,/wiki/Augustana_University_Vikings,Jake Dickert,Q108932686,Augustana,DC,,DC,['DC'],['2013']
Coaching career (HC unless noted),2014–2015,Minnesota State (DC/LB),Minnesota State Mavericks,/wiki/Minnesota_State_Mavericks,Jake Dickert,Q108932686,Minnesota State,DC/LB,,DC/LB,"['DC', 'LB']","['2014', '2015']"
Coaching career (HC unless noted),2016,South Dakota State (co-ST/S),South Dakota State Jackrabbits football,/wiki/South_Dakota_State_Jackrabbits_football,Jake Dickert,Q108932686,South Dakota State,co-ST/S,,co-ST/S,"['co-ST', 'S']",['2016']
Coaching career (HC unless noted),2017–2018,Wyoming (S),Wyoming Cowboys football,/wiki/Wyoming_Cowboys_football,Jake Dickert,Q108932686,Wyoming,S,,S,['S'],"['2017', '2018']"
Coaching career (HC unless noted),2019,Wyoming (DC/LB),,,Jake Dickert,Q108932686,Wyoming,DC/LB,,DC/LB,"['DC', 'LB']",['2019']
Coaching career (HC unless noted),2020–2021,Washington State (DC/LB),Washington State Cougars football,/wiki/Washington_State_Cougars_football,Jake Dickert,Q108932686,Washington State,DC/LB,,DC/LB,"['DC', 'LB']","['2020', '2021']"
Coaching career (HC unless noted),2021,Washington State (interim HC),,,Jake Dickert,Q108932686,Washington State,interim HC,,interim HC,['interim HC'],['2021']
Coaching career (HC unless noted),2022–present,Washington State,,,Jake Dickert,Q108932686,Washington State,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1973–1974,Kent State (GA),Kent State Golden Flashes football,/wiki/Kent_State_Golden_Flashes_football,Nick Saban,Q70894,Kent State,GA,,GA,['GA'],"['1973', '1974']"
Coaching career (HC unless noted),1973–1974,Kent State (GA),Graduate assistant,/wiki/Graduate_assistant,Nick Saban,Q70894,Kent State,GA,,GA,['GA'],"['1973', '1974']"
Coaching career (HC unless noted),1975–1976,Kent State (LB),,,Nick Saban,Q70894,Kent State,LB,,LB,['LB'],"['1975', '1976']"
Coaching career (HC unless noted),1977,Syracuse (OLB),Syracuse Orange football,/wiki/Syracuse_Orange_football,Nick Saban,Q70894,Syracuse,OLB,,OLB,['OLB'],['1977']
Coaching career (HC unless noted),1978–1979,West Virginia (DB),West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Nick Saban,Q70894,West Virginia,DB,,DB,['DB'],"['1978', '1979']"
Coaching career (HC unless noted),1980–1981,Ohio State (DB),Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Nick Saban,Q70894,Ohio State,DB,,DB,['DB'],"['1980', '1981']"
Coaching career (HC unless noted),1982,Navy (DB),Navy Midshipmen football,/wiki/Navy_Midshipmen_football,Nick Saban,Q70894,Navy,DB,,DB,['DB'],['1982']
Coaching career (HC unless noted),1983–1987,Michigan State (DC/DB),Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Nick Saban,Q70894,Michigan State,DC/DB,,DC/DB,"['DC', 'DB']","['1983', '1987']"
Coaching career (HC unless noted),1983–1987,Michigan State (DC/DB),Defensive coordinator,/wiki/Defensive_coordinator,Nick Saban,Q70894,Michigan State,DC/DB,,DC/DB,"['DC', 'DB']","['1983', '1987']"
Coaching career (HC unless noted),1988–1989,Houston Oilers (DB),Houston Oilers,/wiki/Houston_Oilers,Nick Saban,Q70894,Houston Oilers,DB,,DB,['DB'],"['1988', '1989']"
Coaching career (HC unless noted),1990,Toledo,Toledo Rockets football,/wiki/Toledo_Rockets_football,Nick Saban,Q70894,Toledo,,,HC,['HC'],['1990']
Coaching career (HC unless noted),1991–1994,Cleveland Browns (DC),Cleveland Browns,/wiki/Cleveland_Browns,Nick Saban,Q70894,Cleveland Browns,DC,,DC,['DC'],"['1991', '1994']"
Coaching career (HC unless noted),1995–1999,Michigan State,Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Nick Saban,Q70894,Michigan State,,,HC,['HC'],"['1995', '1999']"
Coaching career (HC unless noted),2000–2004,LSU,LSU Tigers football,/wiki/LSU_Tigers_football,Nick Saban,Q70894,LSU,,,HC,['HC'],"['2000', '2004']"
Coaching career (HC unless noted),2005–2006,Miami Dolphins,Miami Dolphins,/wiki/Miami_Dolphins,Nick Saban,Q70894,Miami Dolphins,,,HC,['HC'],"['2005', '2006']"
Coaching career (HC unless noted),2007–present,Alabama,Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Nick Saban,Q70894,Alabama,,,HC,['HC'],"['2007', 'present']"
Coaching career (HC unless noted),1984–1985,Pittsburg State (GA),Pittsburg State Gorillas football,/wiki/Pittsburg_State_Gorillas_football,Sam Pittman,Q77892843,Pittsburg State,GA,,GA,['GA'],"['1984', '1985']"
Coaching career (HC unless noted),1984–1985,Pittsburg State (GA),Graduate assistant,/wiki/Graduate_assistant,Sam Pittman,Q77892843,Pittsburg State,GA,,GA,['GA'],"['1984', '1985']"
Coaching career (HC unless noted),1986,Beggs HS (OK) (OC),Beggs High School (page does not exist),/w/index.php?title=Beggs_High_School&action=edit&redlink=1,Sam Pittman,Q77892843,Beggs HS,OK ,OC,OC,['OC'],['1986']
Coaching career (HC unless noted),1986,Beggs HS (OK) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Sam Pittman,Q77892843,Beggs HS,OK ,OC,OC,['OC'],['1986']
Coaching career (HC unless noted),1987–1988,Princeton HS (MO),Princeton R-V School District,/wiki/Princeton_R-V_School_District,Sam Pittman,Q77892843,Princeton HS,MO,,MO,['MO'],"['1987', '1988']"
Coaching career (HC unless noted),1989–1990,Trenton HS (MO),Trenton High School (Missouri),/wiki/Trenton_High_School_(Missouri),Sam Pittman,Q77892843,Trenton HS,MO,,MO,['MO'],"['1989', '1990']"
Coaching career (HC unless noted),1991,Hutchinson CC (OL),Hutchinson Blue Dragons football,/wiki/Hutchinson_Blue_Dragons_football,Sam Pittman,Q77892843,Hutchinson CC,OL,,OL,['OL'],['1991']
Coaching career (HC unless noted),1992–1993,Hutchinson CC,,,Sam Pittman,Q77892843,Hutchinson CC,,,HC,['HC'],"['1992', '1993']"
Coaching career (HC unless noted),1994–1995,Northern Illinois (OL),Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Sam Pittman,Q77892843,Northern Illinois,OL,,OL,['OL'],"['1994', '1995']"
Coaching career (HC unless noted),1996,Cincinnati (OT/TE),Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Sam Pittman,Q77892843,Cincinnati,OT/TE,,OT/TE,"['OT', 'TE']",['1996']
Coaching career (HC unless noted),1997–1998,Oklahoma (OL),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Sam Pittman,Q77892843,Oklahoma,OL,,OL,['OL'],"['1997', '1998']"
Coaching career (HC unless noted),1999,Western Michigan (AHC),Western Michigan Broncos football,/wiki/Western_Michigan_Broncos_football,Sam Pittman,Q77892843,Western Michigan,AHC,,AHC,['AHC'],['1999']
Coaching career (HC unless noted),2000,Missouri (OL),Missouri Tigers football,/wiki/Missouri_Tigers_football,Sam Pittman,Q77892843,Missouri,OL,,OL,['OL'],['2000']
Coaching career (HC unless noted),2001,Kansas (OL),Kansas Jayhawks football,/wiki/Kansas_Jayhawks_football,Sam Pittman,Q77892843,Kansas,OL,,OL,['OL'],['2001']
Coaching career (HC unless noted),2003,Northern Illinois (OL),,,Sam Pittman,Q77892843,Northern Illinois,OL,,OL,['OL'],['2003']
Coaching career (HC unless noted),2004–2006,Northern Illinois (AHC/OL),,,Sam Pittman,Q77892843,Northern Illinois,AHC/OL,,AHC/OL,"['AHC', 'OL']","['2004', '2006']"
Coaching career (HC unless noted),2007–2010,North Carolina (OL),North Carolina Tar Heels football,/wiki/North_Carolina_Tar_Heels_football,Sam Pittman,Q77892843,North Carolina,OL,,OL,['OL'],"['2007', '2010']"
Coaching career (HC unless noted),2011,North Carolina (AHC/OL),,,Sam Pittman,Q77892843,North Carolina,AHC/OL,,AHC/OL,"['AHC', 'OL']",['2011']
Coaching career (HC unless noted),2012,Tennessee (OL),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Sam Pittman,Q77892843,Tennessee,OL,,OL,['OL'],['2012']
Coaching career (HC unless noted),2013–2015,Arkansas (AHC/OL),Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Sam Pittman,Q77892843,Arkansas,AHC/OL,,AHC/OL,"['AHC', 'OL']","['2013', '2015']"
Coaching career (HC unless noted),2016–2018,Georgia (OL),Georgia Bulldogs football,/wiki/Georgia_Bulldogs_football,Sam Pittman,Q77892843,Georgia,OL,,OL,['OL'],"['2016', '2018']"
Coaching career (HC unless noted),2019,Georgia (AHC/OL),,,Sam Pittman,Q77892843,Georgia,AHC/OL,,AHC/OL,"['AHC', 'OL']",['2019']
Coaching career (HC unless noted),2020–present,Arkansas,,,Sam Pittman,Q77892843,Arkansas,,,HC,['HC'],"['2020', 'present']"
Coaching career (HC unless noted),2003–2004,Clemson (GA),Clemson Tigers football,/wiki/Clemson_Tigers_football,Billy Napier,Q45921905,Clemson,GA,,GA,['GA'],"['2003', '2004']"
Coaching career (HC unless noted),2003–2004,Clemson (GA),Graduate assistant,/wiki/Graduate_assistant,Billy Napier,Q45921905,Clemson,GA,,GA,['GA'],"['2003', '2004']"
Coaching career (HC unless noted),2005,South Carolina State (QB),South Carolina State Bulldogs football,/wiki/South_Carolina_State_Bulldogs_football,Billy Napier,Q45921905,South Carolina State,QB,,QB,['QB'],['2005']
Coaching career (HC unless noted),2006–2008,Clemson (TE/RC),,,Billy Napier,Q45921905,Clemson,TE/RC,,TE/RC,"['TE', 'RC']","['2006', '2008']"
Coaching career (HC unless noted),2009–2010,Clemson (OC/QB),,,Billy Napier,Q45921905,Clemson,OC/QB,,OC/QB,"['OC', 'QB']","['2009', '2010']"
Coaching career (HC unless noted),2011,Alabama (analyst),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Billy Napier,Q45921905,Alabama,analyst,,analyst,['analyst'],['2011']
Coaching career (HC unless noted),2012,Colorado State (AHC/QB),Colorado State Rams football,/wiki/Colorado_State_Rams_football,Billy Napier,Q45921905,Colorado State,AHC/QB,,AHC/QB,"['AHC', 'QB']",['2012']
Coaching career (HC unless noted),2013–2016,Alabama (WR),,,Billy Napier,Q45921905,Alabama,WR,,WR,['WR'],"['2013', '2016']"
Coaching career (HC unless noted),2017,Arizona State (OC/QB),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Billy Napier,Q45921905,Arizona State,OC/QB,,OC/QB,"['OC', 'QB']",['2017']
Coaching career (HC unless noted),2018–2021,Louisiana,ULL Ragin' Cajuns football,/wiki/ULL_Ragin%27_Cajuns_football,Billy Napier,Q45921905,Louisiana,,,HC,['HC'],"['2018', '2021']"
Coaching career (HC unless noted),2022–present,Florida,Florida Gators football,/wiki/Florida_Gators_football,Billy Napier,Q45921905,Florida,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1999,Georgia (admin. asst.),Georgia Bulldogs football,/wiki/Georgia_Bulldogs_football,Kirby Smart,Q6414956,Georgia,admin. asst.,,admin. asst.,['admin. asst.'],['1999']
Coaching career (HC unless noted),2000,Valdosta State (DB),Valdosta State Blazers football,/wiki/Valdosta_State_Blazers_football,Kirby Smart,Q6414956,Valdosta State,DB,,DB,['DB'],['2000']
Coaching career (HC unless noted),2001,Valdosta State (DC),Defensive back,/wiki/Defensive_back,Kirby Smart,Q6414956,Valdosta State,DC,,DC,['DC'],['2001']
Coaching career (HC unless noted),2002–2003,Florida State (GA),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Kirby Smart,Q6414956,Florida State,GA,,GA,['GA'],"['2002', '2003']"
Coaching career (HC unless noted),2002–2003,Florida State (GA),Graduate assistant,/wiki/Graduate_assistant,Kirby Smart,Q6414956,Florida State,GA,,GA,['GA'],"['2002', '2003']"
Coaching career (HC unless noted),2004,LSU (DB),LSU Tigers football,/wiki/LSU_Tigers_football,Kirby Smart,Q6414956,LSU,DB,,DB,['DB'],['2004']
Coaching career (HC unless noted),2005,Georgia (RB),,,Kirby Smart,Q6414956,Georgia,RB,,RB,['RB'],['2005']
Coaching career (HC unless noted),2006,Miami Dolphins (S),Miami Dolphins,/wiki/Miami_Dolphins,Kirby Smart,Q6414956,Miami Dolphins,S,,S,['S'],['2006']
Coaching career (HC unless noted),2007,Alabama (AHC/DB),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Kirby Smart,Q6414956,Alabama,AHC/DB,,AHC/DB,"['AHC', 'DB']",['2007']
Coaching career (HC unless noted),2008–2015,Alabama (DC),,,Kirby Smart,Q6414956,Alabama,DC,,DC,['DC'],"['2008', '2015']"
Coaching career (HC unless noted),2016–present,Georgia,,,Kirby Smart,Q6414956,Georgia,,,HC,['HC'],"['2016', 'present']"
Coaching career (HC unless noted),1990–1991,Iowa (GA),Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Mark Stoops,Q6769877,Iowa,GA,,GA,['GA'],"['1990', '1991']"
Coaching career (HC unless noted),1990–1991,Iowa (GA),Graduate assistant,/wiki/Graduate_assistant,Mark Stoops,Q6769877,Iowa,GA,,GA,['GA'],"['1990', '1991']"
Coaching career (HC unless noted),1992–1995,Nordonia HS (OH) (AD/DB),Nordonia High School,/wiki/Nordonia_High_School,Mark Stoops,Q6769877,Nordonia HS,OH ,AD/DB,AD/DB,"['AD', 'DB']","['1992', '1995']"
Coaching career (HC unless noted),1996,South Florida (DB),South Florida Bulls football,/wiki/South_Florida_Bulls_football,Mark Stoops,Q6769877,South Florida,DB,,DB,['DB'],['1996']
Coaching career (HC unless noted),1997–1999,Wyoming (DB),Wyoming Cowboys football,/wiki/Wyoming_Cowboys_football,Mark Stoops,Q6769877,Wyoming,DB,,DB,['DB'],"['1997', '1999']"
Coaching career (HC unless noted),2000,Houston (co-DC/S),Houston Cougars football,/wiki/Houston_Cougars_football,Mark Stoops,Q6769877,Houston,co-DC/S,,co-DC/S,"['co-DC', 'S']",['2000']
Coaching career (HC unless noted),2000,Houston (co-DC/S),Defensive coordinator,/wiki/Defensive_coordinator,Mark Stoops,Q6769877,Houston,co-DC/S,,co-DC/S,"['co-DC', 'S']",['2000']
Coaching career (HC unless noted),2001–2003,Miami (FL) (DB),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Mark Stoops,Q6769877,Miami,FL ,DB,DB,['DB'],"['2001', '2003']"
Coaching career (HC unless noted),2004–2009,Arizona (DC/DB),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Mark Stoops,Q6769877,Arizona,DC/DB,,DC/DB,"['DC', 'DB']","['2004', '2009']"
Coaching career (HC unless noted),2010–2012,Florida State (DC/DB),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Mark Stoops,Q6769877,Florida State,DC/DB,,DC/DB,"['DC', 'DB']","['2010', '2012']"
Coaching career (HC unless noted),2013–present,Kentucky,Kentucky Wildcats football,/wiki/Kentucky_Wildcats_football,Mark Stoops,Q6769877,Kentucky,,,HC,['HC'],"['2013', 'present']"
Coaching career (HC unless noted),1983–1986,Assumption (DC/LB),Assumption Greyhounds football,/wiki/Assumption_Greyhounds_football,Brian Kelly,Q4964312,Assumption,DC/LB,,DC/LB,"['DC', 'LB']","['1983', '1986']"
Coaching career (HC unless noted),1987–1988,Grand Valley State (GA/DB),Grand Valley State Lakers football,/wiki/Grand_Valley_State_Lakers_football,Brian Kelly,Q4964312,Grand Valley State,GA/DB,,GA/DB,"['GA', 'DB']","['1987', '1988']"
Coaching career (HC unless noted),1989–1990,Grand Valley State (DC/RC),,,Brian Kelly,Q4964312,Grand Valley State,DC/RC,,DC/RC,"['DC', 'RC']","['1989', '1990']"
Coaching career (HC unless noted),1991–2003,Grand Valley State,,,Brian Kelly,Q4964312,Grand Valley State,,,HC,['HC'],"['1991', '2003']"
Coaching career (HC unless noted),2004–2006,Central Michigan,Central Michigan Chippewas football,/wiki/Central_Michigan_Chippewas_football,Brian Kelly,Q4964312,Central Michigan,,,HC,['HC'],"['2004', '2006']"
Coaching career (HC unless noted),2006–2009,Cincinnati,Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Brian Kelly,Q4964312,Cincinnati,,,HC,['HC'],"['2006', '2009']"
Coaching career (HC unless noted),2010–2021,Notre Dame,Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Brian Kelly,Q4964312,Notre Dame,,,HC,['HC'],"['2010', '2021']"
Coaching career (HC unless noted),2022–present,LSU,LSU Tigers football,/wiki/LSU_Tigers_football,Brian Kelly,Q4964312,LSU,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1997–1998,Fresno State (assistant),Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Lane Kiffin,Q3826815,Fresno State,assistant,,assistant,['assistant'],"['1997', '1998']"
Coaching career (HC unless noted),1999,Colorado State (GA),Colorado State Rams football,/wiki/Colorado_State_Rams_football,Lane Kiffin,Q3826815,Colorado State,GA,,GA,['GA'],['1999']
Coaching career (HC unless noted),2000,Jacksonville Jaguars (DQC),Jacksonville Jaguars,/wiki/Jacksonville_Jaguars,Lane Kiffin,Q3826815,Jacksonville Jaguars,DQC,,DQC,['DQC'],['2000']
Coaching career (HC unless noted),2001,USC (TE),USC Trojans football,/wiki/USC_Trojans_football,Lane Kiffin,Q3826815,USC,TE,,TE,['TE'],['2001']
Coaching career (HC unless noted),2002–2003,USC (WR),,,Lane Kiffin,Q3826815,USC,WR,,WR,['WR'],"['2002', '2003']"
Coaching career (HC unless noted),2004,USC (PGC/WR),,,Lane Kiffin,Q3826815,USC,PGC/WR,,PGC/WR,"['PGC', 'WR']",['2004']
Coaching career (HC unless noted),2005–2006,USC (OC/WR),,,Lane Kiffin,Q3826815,USC,OC/WR,,OC/WR,"['OC', 'WR']","['2005', '2006']"
Coaching career (HC unless noted),2007–2008,Oakland Raiders,Oakland Raiders,/wiki/Oakland_Raiders,Lane Kiffin,Q3826815,Oakland Raiders,,,HC,['HC'],"['2007', '2008']"
Coaching career (HC unless noted),2009,Tennessee,Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Lane Kiffin,Q3826815,Tennessee,,,HC,['HC'],['2009']
Coaching career (HC unless noted),2010–2013,USC,,,Lane Kiffin,Q3826815,USC,,,HC,['HC'],"['2010', '2013']"
Coaching career (HC unless noted),2014–2016,Alabama (OC/QB),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Lane Kiffin,Q3826815,Alabama,OC/QB,,OC/QB,"['OC', 'QB']","['2014', '2016']"
Coaching career (HC unless noted),2017–2019,Florida Atlantic,Florida Atlantic Owls football,/wiki/Florida_Atlantic_Owls_football,Lane Kiffin,Q3826815,Florida Atlantic,,,HC,['HC'],"['2017', '2019']"
Coaching career (HC unless noted),2020–present,Ole Miss,Ole Miss Rebels football,/wiki/Ole_Miss_Rebels_football,Lane Kiffin,Q3826815,Ole Miss,,,HC,['HC'],"['2020', 'present']"
Coaching career (HC unless noted),2011–2013,San Diego State (GA),San Diego State Aztecs football,/wiki/San_Diego_State_Aztecs_football,Zach Arnett,Q83986093,San Diego State,GA,,GA,['GA'],"['2011', '2013']"
Coaching career (HC unless noted),2014–2017,San Diego State (LB),,,Zach Arnett,Q83986093,San Diego State,LB,,LB,['LB'],"['2014', '2017']"
Coaching career (HC unless noted),2018–2019,San Diego State (DC/LB),,,Zach Arnett,Q83986093,San Diego State,DC/LB,,DC/LB,"['DC', 'LB']","['2018', '2019']"
Coaching career (HC unless noted),2020,Mississippi State (DC/LB),Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Zach Arnett,Q83986093,Mississippi State,DC/LB,,DC/LB,"['DC', 'LB']",['2020']
Coaching career (HC unless noted),2021–2022,Mississippi State (DC/S),,,Zach Arnett,Q83986093,Mississippi State,DC/S,,DC/S,"['DC', 'S']","['2021', '2022']"
Coaching career (HC unless noted),2022–present,Mississippi State,,,Zach Arnett,Q83986093,Mississippi State,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),2005,Alma HS (AR) (assistant),Alma High School (Arkansas),/wiki/Alma_High_School_(Arkansas),Eliah Drinkwitz,Q59727693,Alma HS,AR ,assistant,assistant,['assistant'],['2005']
Coaching career (HC unless noted),2006–2009,Springdale HS (AR) (OC),Springdale High School,/wiki/Springdale_High_School,Eliah Drinkwitz,Q59727693,Springdale HS,AR ,OC,OC,['OC'],"['2006', '2009']"
Coaching career (HC unless noted),2006–2009,Springdale HS (AR) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Eliah Drinkwitz,Q59727693,Springdale HS,AR ,OC,OC,['OC'],"['2006', '2009']"
Coaching career (HC unless noted),2010–2011,Auburn (QC),Auburn Tigers football,/wiki/Auburn_Tigers_football,Eliah Drinkwitz,Q59727693,Auburn,QC,,QC,['QC'],"['2010', '2011']"
Coaching career (HC unless noted),2012,Arkansas State (RB),Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Eliah Drinkwitz,Q59727693,Arkansas State,RB,,RB,['RB'],['2012']
Coaching career (HC unless noted),2013,Arkansas State (co-OC/RB),,,Eliah Drinkwitz,Q59727693,Arkansas State,co-OC/RB,,co-OC/RB,"['co-OC', 'RB']",['2013']
Coaching career (HC unless noted),2014,Boise State (TE),Boise State Broncos football,/wiki/Boise_State_Broncos_football,Eliah Drinkwitz,Q59727693,Boise State,TE,,TE,['TE'],['2014']
Coaching career (HC unless noted),2015,Boise State (OC/QB),,,Eliah Drinkwitz,Q59727693,Boise State,OC/QB,,OC/QB,"['OC', 'QB']",['2015']
Coaching career (HC unless noted),2016–2018,NC State (OC/QB),NC State Wolfpack football,/wiki/NC_State_Wolfpack_football,Eliah Drinkwitz,Q59727693,NC State,OC/QB,,OC/QB,"['OC', 'QB']","['2016', '2018']"
Coaching career (HC unless noted),2019,Appalachian State,Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Eliah Drinkwitz,Q59727693,Appalachian State,,,HC,['HC'],['2019']
Coaching career (HC unless noted),2020–present,Missouri,Missouri Tigers football,/wiki/Missouri_Tigers_football,Eliah Drinkwitz,Q59727693,Missouri,,,HC,['HC'],"['2020', 'present']"
Coaching career (HC unless noted),2000,Georgia Tech (GA),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Shane Beamer,Q7487969,Georgia Tech,GA,,GA,['GA'],['2000']
Coaching career (HC unless noted),2000,Georgia Tech (GA),Graduate assistant,/wiki/Graduate_assistant,Shane Beamer,Q7487969,Georgia Tech,GA,,GA,['GA'],['2000']
Coaching career (HC unless noted),2001–2003,Tennessee (GA),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Shane Beamer,Q7487969,Tennessee,GA,,GA,['GA'],"['2001', '2003']"
Coaching career (HC unless noted),2004–2005,Mississippi State (CB/RC),Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Shane Beamer,Q7487969,Mississippi State,CB/RC,,CB/RC,"['CB', 'RC']","['2004', '2005']"
