,i_header,i_label,i_data,title,link,coach_name,id
8,Coaching career (HC unless noted),2007,Wisconsin–Stevens Point (GA),Graduate assistant,/wiki/Graduate_assistant,Jake Dickert,Q108932686
9,Coaching career (HC unless noted),2008,North Dakota State (GA),North Dakota State Bison football,/wiki/North_Dakota_State_Bison_football,Jake Dickert,Q108932686
10,Coaching career (HC unless noted),2009–2010,North Dakota State (S),,,Jake Dickert,Q108932686
11,Coaching career (HC unless noted),2011,South Dakota (ST/DB),South Dakota Coyotes football,/wiki/South_Dakota_Coyotes_football,Jake Dickert,Q108932686
12,Coaching career (HC unless noted),2012,Southeast Missouri State (DB),Southeast Missouri State Redhawks football,/wiki/Southeast_Missouri_State_Redhawks_football,Jake Dickert,Q108932686
13,Coaching career (HC unless noted),2013,Augustana (DC),Augustana University Vikings,/wiki/Augustana_University_Vikings,Jake Dickert,Q108932686
14,Coaching career (HC unless noted),2014–2015,Minnesota State (DC/LB),Minnesota State Mavericks,/wiki/Minnesota_State_Mavericks,Jake Dickert,Q108932686
15,Coaching career (HC unless noted),2016,South Dakota State (co-ST/S),South Dakota State Jackrabbits football,/wiki/South_Dakota_State_Jackrabbits_football,Jake Dickert,Q108932686
16,Coaching career (HC unless noted),2017–2018,Wyoming (S),Wyoming Cowboys football,/wiki/Wyoming_Cowboys_football,Jake Dickert,Q108932686
17,Coaching career (HC unless noted),2019,Wyoming (DC/LB),,,Jake Dickert,Q108932686
18,Coaching career (HC unless noted),2020–2021,Washington State (DC/LB),Washington State Cougars football,/wiki/Washington_State_Cougars_football,Jake Dickert,Q108932686
19,Coaching career (HC unless noted),2021,Washington State (interim HC),,,Jake Dickert,Q108932686
20,Coaching career (HC unless noted),2022–present,Washington State,,,Jake Dickert,Q108932686
5,Biographical details,Born," (1951-10-31) October 31, 1951 (age 71)Fairmont, West Virginia, U.S.","Fairmont, West Virginia","/wiki/Fairmont,_West_Virginia",Nick Saban,Q70894
6,Playing career,1970–1972,Kent State,Kent State Golden Flashes football,/wiki/Kent_State_Golden_Flashes_football,Nick Saban,Q70894
7,Playing career,Position(s),Defensive back,Defensive back,/wiki/Defensive_back,Nick Saban,Q70894
8,Coaching career (HC unless noted),1973–1974,Kent State (GA),Kent State Golden Flashes football,/wiki/Kent_State_Golden_Flashes_football,Nick Saban,Q70894
9,Coaching career (HC unless noted),1973–1974,Kent State (GA),Graduate assistant,/wiki/Graduate_assistant,Nick Saban,Q70894
10,Coaching career (HC unless noted),1975–1976,Kent State (LB),,,Nick Saban,Q70894
11,Coaching career (HC unless noted),1977,Syracuse (OLB),Syracuse Orange football,/wiki/Syracuse_Orange_football,Nick Saban,Q70894
12,Coaching career (HC unless noted),1978–1979,West Virginia (DB),West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Nick Saban,Q70894
13,Coaching career (HC unless noted),1980–1981,Ohio State (DB),Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Nick Saban,Q70894
14,Coaching career (HC unless noted),1982,Navy (DB),Navy Midshipmen football,/wiki/Navy_Midshipmen_football,Nick Saban,Q70894
15,Coaching career (HC unless noted),1983–1987,Michigan State (DC/DB),Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Nick Saban,Q70894
16,Coaching career (HC unless noted),1983–1987,Michigan State (DC/DB),Defensive coordinator,/wiki/Defensive_coordinator,Nick Saban,Q70894
17,Coaching career (HC unless noted),1988–1989,Houston Oilers (DB),Houston Oilers,/wiki/Houston_Oilers,Nick Saban,Q70894
18,Coaching career (HC unless noted),1990,Toledo,Toledo Rockets football,/wiki/Toledo_Rockets_football,Nick Saban,Q70894
19,Coaching career (HC unless noted),1991–1994,Cleveland Browns (DC),Cleveland Browns,/wiki/Cleveland_Browns,Nick Saban,Q70894
20,Coaching career (HC unless noted),1995–1999,Michigan State,Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Nick Saban,Q70894
21,Coaching career (HC unless noted),2000–2004,LSU,LSU Tigers football,/wiki/LSU_Tigers_football,Nick Saban,Q70894
22,Coaching career (HC unless noted),2005–2006,Miami Dolphins,Miami Dolphins,/wiki/Miami_Dolphins,Nick Saban,Q70894
23,Coaching career (HC unless noted),2007–present,Alabama,Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Nick Saban,Q70894
5,Biographical details,Born," (1961-11-28) November 28, 1961 (age 61)El Reno, Oklahoma, U.S.","El Reno, Oklahoma","/wiki/El_Reno,_Oklahoma",Sam Pittman,Q77892843
6,Biographical details,Alma mater,"Pittsburg State UniversityB.S., Education",Pittsburg State University,/wiki/Pittsburg_State_University,Sam Pittman,Q77892843
7,Biographical details,Alma mater,"Pittsburg State UniversityB.S., Education",Bachelor of Science,/wiki/Bachelor_of_Science,Sam Pittman,Q77892843
8,Playing career,1980–1983,Pittsburg State,Pittsburg State Gorillas football,/wiki/Pittsburg_State_Gorillas_football,Sam Pittman,Q77892843
9,Playing career,Position(s),Defensive end,Defensive end,/wiki/Defensive_end,Sam Pittman,Q77892843
10,Coaching career (HC unless noted),1984–1985,Pittsburg State (GA),Pittsburg State Gorillas football,/wiki/Pittsburg_State_Gorillas_football,Sam Pittman,Q77892843
11,Coaching career (HC unless noted),1984–1985,Pittsburg State (GA),Graduate assistant,/wiki/Graduate_assistant,Sam Pittman,Q77892843
12,Coaching career (HC unless noted),1986,Beggs HS (OK) (OC),Beggs High School (page does not exist),/w/index.php?title=Beggs_High_School&action=edit&redlink=1,Sam Pittman,Q77892843
13,Coaching career (HC unless noted),1986,Beggs HS (OK) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Sam Pittman,Q77892843
14,Coaching career (HC unless noted),1987–1988,Princeton HS (MO),Princeton R-V School District,/wiki/Princeton_R-V_School_District,Sam Pittman,Q77892843
15,Coaching career (HC unless noted),1989–1990,Trenton HS (MO),Trenton High School (Missouri),/wiki/Trenton_High_School_(Missouri),Sam Pittman,Q77892843
16,Coaching career (HC unless noted),1991,Hutchinson CC (OL),Hutchinson Blue Dragons football,/wiki/Hutchinson_Blue_Dragons_football,Sam Pittman,Q77892843
17,Coaching career (HC unless noted),1992–1993,Hutchinson CC,,,Sam Pittman,Q77892843
18,Coaching career (HC unless noted),1994–1995,Northern Illinois (OL),Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Sam Pittman,Q77892843
19,Coaching career (HC unless noted),1996,Cincinnati (OT/TE),Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Sam Pittman,Q77892843
20,Coaching career (HC unless noted),1997–1998,Oklahoma (OL),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Sam Pittman,Q77892843
21,Coaching career (HC unless noted),1999,Western Michigan (AHC),Western Michigan Broncos football,/wiki/Western_Michigan_Broncos_football,Sam Pittman,Q77892843
22,Coaching career (HC unless noted),2000,Missouri (OL),Missouri Tigers football,/wiki/Missouri_Tigers_football,Sam Pittman,Q77892843
23,Coaching career (HC unless noted),2001,Kansas (OL),Kansas Jayhawks football,/wiki/Kansas_Jayhawks_football,Sam Pittman,Q77892843
24,Coaching career (HC unless noted),2003,Northern Illinois (OL),,,Sam Pittman,Q77892843
25,Coaching career (HC unless noted),2004–2006,Northern Illinois (AHC/OL),,,Sam Pittman,Q77892843
26,Coaching career (HC unless noted),2007–2010,North Carolina (OL),North Carolina Tar Heels football,/wiki/North_Carolina_Tar_Heels_football,Sam Pittman,Q77892843
27,Coaching career (HC unless noted),2011,North Carolina (AHC/OL),,,Sam Pittman,Q77892843
28,Coaching career (HC unless noted),2012,Tennessee (OL),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Sam Pittman,Q77892843
29,Coaching career (HC unless noted),2013–2015,Arkansas (AHC/OL),Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Sam Pittman,Q77892843
30,Coaching career (HC unless noted),2016–2018,Georgia (OL),Georgia Bulldogs football,/wiki/Georgia_Bulldogs_football,Sam Pittman,Q77892843
31,Coaching career (HC unless noted),2019,Georgia (AHC/OL),,,Sam Pittman,Q77892843
32,Coaching career (HC unless noted),2020–present,Arkansas,,,Sam Pittman,Q77892843
4,Biographical details,Born," (1969-09-27) September 27, 1969 (age 53)Oxford, Mississippi, U.S.","Oxford, Mississippi","/wiki/Oxford,_Mississippi",Hugh Freeze,Q5930861
5,Baseball,1989–1990,Northwest Mississippi CC,Northwest Mississippi Community College,/wiki/Northwest_Mississippi_Community_College,Hugh Freeze,Q5930861
6,Baseball,Fall 1990,Southern Miss,Southern Miss Golden Eagles baseball,/wiki/Southern_Miss_Golden_Eagles_baseball,Hugh Freeze,Q5930861
7,Football,1992–1994,Briarcrest HS (TN) (OC/DB),Briarcrest Christian School,/wiki/Briarcrest_Christian_School,Hugh Freeze,Q5930861
8,Football,1992–1994,Briarcrest HS (TN) (OC/DB),Offensive coordinator,/wiki/Offensive_coordinator,Hugh Freeze,Q5930861
9,Football,1995–2004,Briarcrest HS (TN),,,Hugh Freeze,Q5930861
10,Football,2006–2007,Ole Miss (TE/RC),Ole Miss Rebels football,/wiki/Ole_Miss_Rebels_football,Hugh Freeze,Q5930861
11,Football,2008–2009,Lambuth,Lambuth Eagles football,/wiki/Lambuth_Eagles_football,Hugh Freeze,Q5930861
12,Football,2010,Arkansas State (OC),Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Hugh Freeze,Q5930861
13,Football,2011,Arkansas State,,,Hugh Freeze,Q5930861
14,Football,2012–2016,Ole Miss,,,Hugh Freeze,Q5930861
15,Football,2019–2022,Liberty,Liberty Flames football,/wiki/Liberty_Flames_football,Hugh Freeze,Q5930861
16,Football,2023–present,Auburn,Auburn Tigers football,/wiki/Auburn_Tigers_football,Hugh Freeze,Q5930861
17,Administrative career (AD unless noted),2005,Ole Miss (assistant AD),Ole Miss Rebels,/wiki/Ole_Miss_Rebels,Hugh Freeze,Q5930861
5,Biographical details,Born," (1979-07-21) July 21, 1979 (age 44)Cookeville, Tennessee, U.S.","Cookeville, Tennessee","/wiki/Cookeville,_Tennessee",Billy Napier,Q45921905
6,Playing career,1999–2002,Furman,Furman Paladins football,/wiki/Furman_Paladins_football,Billy Napier,Q45921905
7,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Billy Napier,Q45921905
8,Coaching career (HC unless noted),2003–2004,Clemson (GA),Clemson Tigers football,/wiki/Clemson_Tigers_football,Billy Napier,Q45921905
9,Coaching career (HC unless noted),2003–2004,Clemson (GA),Graduate assistant,/wiki/Graduate_assistant,Billy Napier,Q45921905
10,Coaching career (HC unless noted),2005,South Carolina State (QB),South Carolina State Bulldogs football,/wiki/South_Carolina_State_Bulldogs_football,Billy Napier,Q45921905
11,Coaching career (HC unless noted),2006–2008,Clemson (TE/RC),,,Billy Napier,Q45921905
12,Coaching career (HC unless noted),2009–2010,Clemson (OC/QB),,,Billy Napier,Q45921905
13,Coaching career (HC unless noted),2011,Alabama (analyst),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Billy Napier,Q45921905
14,Coaching career (HC unless noted),2012,Colorado State (AHC/QB),Colorado State Rams football,/wiki/Colorado_State_Rams_football,Billy Napier,Q45921905
15,Coaching career (HC unless noted),2013–2016,Alabama (WR),,,Billy Napier,Q45921905
16,Coaching career (HC unless noted),2017,Arizona State (OC/QB),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Billy Napier,Q45921905
17,Coaching career (HC unless noted),2018–2021,Louisiana,ULL Ragin' Cajuns football,/wiki/ULL_Ragin%27_Cajuns_football,Billy Napier,Q45921905
18,Coaching career (HC unless noted),2022–present,Florida,Florida Gators football,/wiki/Florida_Gators_football,Billy Napier,Q45921905
5,Biographical details,Born," (1975-12-23) December 23, 1975 (age 47)Montgomery, Alabama, U.S.","Montgomery, Alabama","/wiki/Montgomery,_Alabama",Kirby Smart,Q6414956
6,Playing career,1995–1998,Georgia,Georgia Bulldogs football,/wiki/Georgia_Bulldogs_football,Kirby Smart,Q6414956
7,Playing career,1999,Indianapolis Colts,Indianapolis Colts,/wiki/Indianapolis_Colts,Kirby Smart,Q6414956
8,Playing career,Position(s),Defensive back,Defensive back,/wiki/Defensive_back,Kirby Smart,Q6414956
9,Coaching career (HC unless noted),1999,Georgia (admin. asst.),Georgia Bulldogs football,/wiki/Georgia_Bulldogs_football,Kirby Smart,Q6414956
10,Coaching career (HC unless noted),2000,Valdosta State (DB),Valdosta State Blazers football,/wiki/Valdosta_State_Blazers_football,Kirby Smart,Q6414956
11,Coaching career (HC unless noted),2001,Valdosta State (DC),Defensive back,/wiki/Defensive_back,Kirby Smart,Q6414956
12,Coaching career (HC unless noted),2002–2003,Florida State (GA),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Kirby Smart,Q6414956
13,Coaching career (HC unless noted),2002–2003,Florida State (GA),Graduate assistant,/wiki/Graduate_assistant,Kirby Smart,Q6414956
14,Coaching career (HC unless noted),2004,LSU (DB),LSU Tigers football,/wiki/LSU_Tigers_football,Kirby Smart,Q6414956
15,Coaching career (HC unless noted),2005,Georgia (RB),,,Kirby Smart,Q6414956
16,Coaching career (HC unless noted),2006,Miami Dolphins (S),Miami Dolphins,/wiki/Miami_Dolphins,Kirby Smart,Q6414956
17,Coaching career (HC unless noted),2007,Alabama (AHC/DB),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Kirby Smart,Q6414956
18,Coaching career (HC unless noted),2008–2015,Alabama (DC),,,Kirby Smart,Q6414956
19,Coaching career (HC unless noted),2016–present,Georgia,,,Kirby Smart,Q6414956
5,Biographical details,Born," (1967-07-09) July 9, 1967 (age 56)Youngstown, Ohio, U.S.","Youngstown, Ohio","/wiki/Youngstown,_Ohio",Mark Stoops,Q6769877
6,Playing career,1986–1988,Iowa,Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Mark Stoops,Q6769877
7,Playing career,Position(s),Defensive back,Defensive back,/wiki/Defensive_back,Mark Stoops,Q6769877
8,Coaching career (HC unless noted),1990–1991,Iowa (GA),Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Mark Stoops,Q6769877
9,Coaching career (HC unless noted),1990–1991,Iowa (GA),Graduate assistant,/wiki/Graduate_assistant,Mark Stoops,Q6769877
10,Coaching career (HC unless noted),1992–1995,Nordonia HS (OH) (AD/DB),Nordonia High School,/wiki/Nordonia_High_School,Mark Stoops,Q6769877
11,Coaching career (HC unless noted),1996,South Florida (DB),South Florida Bulls football,/wiki/South_Florida_Bulls_football,Mark Stoops,Q6769877
12,Coaching career (HC unless noted),1997–1999,Wyoming (DB),Wyoming Cowboys football,/wiki/Wyoming_Cowboys_football,Mark Stoops,Q6769877
13,Coaching career (HC unless noted),2000,Houston (co-DC/S),Houston Cougars football,/wiki/Houston_Cougars_football,Mark Stoops,Q6769877
14,Coaching career (HC unless noted),2000,Houston (co-DC/S),Defensive coordinator,/wiki/Defensive_coordinator,Mark Stoops,Q6769877
15,Coaching career (HC unless noted),2001–2003,Miami (FL) (DB),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Mark Stoops,Q6769877
16,Coaching career (HC unless noted),2004–2009,Arizona (DC/DB),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Mark Stoops,Q6769877
17,Coaching career (HC unless noted),2010–2012,Florida State (DC/DB),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Mark Stoops,Q6769877
18,Coaching career (HC unless noted),2013–present,Kentucky,Kentucky Wildcats football,/wiki/Kentucky_Wildcats_football,Mark Stoops,Q6769877
4,Biographical details,Born," (1961-10-25) October 25, 1961 (age 61)Everett, Massachusetts, U.S.","Everett, Massachusetts","/wiki/Everett,_Massachusetts",Brian Kelly,Q4964312
5,Biographical details,Alma mater,Assumption University (1983),Assumption University (Worcester),/wiki/Assumption_University_(Worcester),Brian Kelly,Q4964312
6,Playing career,1979–1982,Assumption (club),Assumption Greyhounds football,/wiki/Assumption_Greyhounds_football,Brian Kelly,Q4964312
7,Playing career,Position(s),Linebacker,Linebacker,/wiki/Linebacker,Brian Kelly,Q4964312
8,Coaching career (HC unless noted),1983–1986,Assumption (DC/LB),Assumption Greyhounds football,/wiki/Assumption_Greyhounds_football,Brian Kelly,Q4964312
9,Coaching career (HC unless noted),1987–1988,Grand Valley State (GA/DB),Grand Valley State Lakers football,/wiki/Grand_Valley_State_Lakers_football,Brian Kelly,Q4964312
10,Coaching career (HC unless noted),1989–1990,Grand Valley State (DC/RC),,,Brian Kelly,Q4964312
11,Coaching career (HC unless noted),1991–2003,Grand Valley State,,,Brian Kelly,Q4964312
12,Coaching career (HC unless noted),2004–2006,Central Michigan,Central Michigan Chippewas football,/wiki/Central_Michigan_Chippewas_football,Brian Kelly,Q4964312
13,Coaching career (HC unless noted),2006–2009,Cincinnati,Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Brian Kelly,Q4964312
14,Coaching career (HC unless noted),2010–2021,Notre Dame,Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Brian Kelly,Q4964312
15,Coaching career (HC unless noted),2022–present,LSU,LSU Tigers football,/wiki/LSU_Tigers_football,Brian Kelly,Q4964312
5,Biographical details,Born," (1975-05-09) May 9, 1975 (age 48)",,,Lane Kiffin,Q3826815
6,Playing career,1994–1996,Fresno State,Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Lane Kiffin,Q3826815
7,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Lane Kiffin,Q3826815
8,Coaching career (HC unless noted),1997–1998,Fresno State (assistant),Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Lane Kiffin,Q3826815
9,Coaching career (HC unless noted),1999,Colorado State (GA),Colorado State Rams football,/wiki/Colorado_State_Rams_football,Lane Kiffin,Q3826815
10,Coaching career (HC unless noted),2000,Jacksonville Jaguars (DQC),Jacksonville Jaguars,/wiki/Jacksonville_Jaguars,Lane Kiffin,Q3826815
11,Coaching career (HC unless noted),2001,USC (TE),USC Trojans football,/wiki/USC_Trojans_football,Lane Kiffin,Q3826815
12,Coaching career (HC unless noted),2002–2003,USC (WR),,,Lane Kiffin,Q3826815
13,Coaching career (HC unless noted),2004,USC (PGC/WR),,,Lane Kiffin,Q3826815
14,Coaching career (HC unless noted),2005–2006,USC (OC/WR),,,Lane Kiffin,Q3826815
15,Coaching career (HC unless noted),2007–2008,Oakland Raiders,Oakland Raiders,/wiki/Oakland_Raiders,Lane Kiffin,Q3826815
16,Coaching career (HC unless noted),2009,Tennessee,Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Lane Kiffin,Q3826815
17,Coaching career (HC unless noted),2010–2013,USC,,,Lane Kiffin,Q3826815
18,Coaching career (HC unless noted),2014–2016,Alabama (OC/QB),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Lane Kiffin,Q3826815
19,Coaching career (HC unless noted),2017–2019,Florida Atlantic,Florida Atlantic Owls football,/wiki/Florida_Atlantic_Owls_football,Lane Kiffin,Q3826815
20,Coaching career (HC unless noted),2020–present,Ole Miss,Ole Miss Rebels football,/wiki/Ole_Miss_Rebels_football,Lane Kiffin,Q3826815
4,Biographical details,Born," (1986-09-10) September 10, 1986 (age 36)Albuquerque, New Mexico, U.S.","Albuquerque, New Mexico","/wiki/Albuquerque,_New_Mexico",Zach Arnett,Q83986093
5,Playing career,2005–2008,New Mexico,New Mexico Lobos football,/wiki/New_Mexico_Lobos_football,Zach Arnett,Q83986093
6,Playing career,Position(s),Linebacker,Linebacker,/wiki/Linebacker,Zach Arnett,Q83986093
7,Coaching career (HC unless noted),2011–2013,San Diego State (GA),San Diego State Aztecs football,/wiki/San_Diego_State_Aztecs_football,Zach Arnett,Q83986093
8,Coaching career (HC unless noted),2014–2017,San Diego State (LB),,,Zach Arnett,Q83986093
9,Coaching career (HC unless noted),2018–2019,San Diego State (DC/LB),,,Zach Arnett,Q83986093
10,Coaching career (HC unless noted),2020,Mississippi State (DC/LB),Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Zach Arnett,Q83986093
11,Coaching career (HC unless noted),2021–2022,Mississippi State (DC/S),,,Zach Arnett,Q83986093
12,Coaching career (HC unless noted),2022–present,Mississippi State,,,Zach Arnett,Q83986093
5,Biographical details,Born," (1983-04-12) April 12, 1983 (age 40)Norman, Oklahoma, U.S.","Norman, Oklahoma","/wiki/Norman,_Oklahoma",Eliah Drinkwitz,Q59727693
6,Biographical details,Alma mater,Arkansas Tech (2004),Arkansas Tech University,/wiki/Arkansas_Tech_University,Eliah Drinkwitz,Q59727693
7,Coaching career (HC unless noted),2005,Alma HS (AR) (assistant),Alma High School (Arkansas),/wiki/Alma_High_School_(Arkansas),Eliah Drinkwitz,Q59727693
8,Coaching career (HC unless noted),2006–2009,Springdale HS (AR) (OC),Springdale High School,/wiki/Springdale_High_School,Eliah Drinkwitz,Q59727693
9,Coaching career (HC unless noted),2006–2009,Springdale HS (AR) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Eliah Drinkwitz,Q59727693
10,Coaching career (HC unless noted),2010–2011,Auburn (QC),Auburn Tigers football,/wiki/Auburn_Tigers_football,Eliah Drinkwitz,Q59727693
11,Coaching career (HC unless noted),2012,Arkansas State (RB),Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Eliah Drinkwitz,Q59727693
12,Coaching career (HC unless noted),2013,Arkansas State (co-OC/RB),,,Eliah Drinkwitz,Q59727693
13,Coaching career (HC unless noted),2014,Boise State (TE),Boise State Broncos football,/wiki/Boise_State_Broncos_football,Eliah Drinkwitz,Q59727693
14,Coaching career (HC unless noted),2015,Boise State (OC/QB),,,Eliah Drinkwitz,Q59727693
15,Coaching career (HC unless noted),2016–2018,NC State (OC/QB),NC State Wolfpack football,/wiki/NC_State_Wolfpack_football,Eliah Drinkwitz,Q59727693
16,Coaching career (HC unless noted),2019,Appalachian State,Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Eliah Drinkwitz,Q59727693
17,Coaching career (HC unless noted),2020–present,Missouri,Missouri Tigers football,/wiki/Missouri_Tigers_football,Eliah Drinkwitz,Q59727693
4,Biographical details,Born," (1977-03-31) March 31, 1977 (age 46)Charleston, South Carolina, U.S.","Charleston, South Carolina","/wiki/Charleston,_South_Carolina",Shane Beamer,Q7487969
5,Playing career,1995–1999,Virginia Tech,Virginia Tech Hokies football,/wiki/Virginia_Tech_Hokies_football,Shane Beamer,Q7487969
6,Playing career,Position(s),"Wide receiver, long snapper",Wide receiver,/wiki/Wide_receiver,Shane Beamer,Q7487969
7,Playing career,Position(s),"Wide receiver, long snapper",Long snapper,/wiki/Long_snapper,Shane Beamer,Q7487969
8,Coaching career (HC unless noted),2000,Georgia Tech (GA),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Shane Beamer,Q7487969
9,Coaching career (HC unless noted),2000,Georgia Tech (GA),Graduate assistant,/wiki/Graduate_assistant,Shane Beamer,Q7487969
10,Coaching career (HC unless noted),2001–2003,Tennessee (GA),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Shane Beamer,Q7487969
11,Coaching career (HC unless noted),2004–2005,Mississippi State (CB/RC),Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Shane Beamer,Q7487969
12,Coaching career (HC unless noted),2006,Mississippi State (RB/RC),,,Shane Beamer,Q7487969
13,Coaching career (HC unless noted),2007,South Carolina (OLB/co-ST),South Carolina Gamecocks football,/wiki/South_Carolina_Gamecocks_football,Shane Beamer,Q7487969
14,Coaching career (HC unless noted),2008,South Carolina (CB),,,Shane Beamer,Q7487969
15,Coaching career (HC unless noted),2009–2010,South Carolina (S/ST/RC),,,Shane Beamer,Q7487969
16,Coaching career (HC unless noted),2011–2015,Virginia Tech (AHC/RB),Virginia Tech Hokies football,/wiki/Virginia_Tech_Hokies_football,Shane Beamer,Q7487969
17,Coaching career (HC unless noted),2016–2017,Georgia (TE/ST),Georgia Bulldogs football,/wiki/Georgia_Bulldogs_football,Shane Beamer,Q7487969
18,Coaching career (HC unless noted),2018–2020,Oklahoma (AHC/TE),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Shane Beamer,Q7487969
19,Coaching career (HC unless noted),2021–present,South Carolina,,,Shane Beamer,Q7487969
1,Personal information,Born:," (1978-03-22) March 22, 1978 (age 45)Aberdeen, South Dakota, U.S.","Aberdeen, South Dakota","/wiki/Aberdeen,_South_Dakota",Josh Heupel,Q6288980
2,Career information,High school:,Central (SD),"Central High School (Aberdeen, South Dakota)","/wiki/Central_High_School_(Aberdeen,_South_Dakota)",Josh Heupel,Q6288980
3,Career information,College:,Oklahoma,Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Josh Heupel,Q6288980
4,Career information,NFL Draft:,2001 / Round: 6 / Pick: 177,2001 NFL Draft,/wiki/2001_NFL_Draft,Josh Heupel,Q6288980
5,Biographical details,Born," (1965-10-09) October 9, 1965 (age 57)Clarksburg, West Virginia, U.S.","Clarksburg, West Virginia","/wiki/Clarksburg,_West_Virginia",Jimbo Fisher,Q16196005
6,Biographical details,Alma mater,Samford University (1989),Samford University,/wiki/Samford_University,Jimbo Fisher,Q16196005
7,Playing career,1985–1986,Salem,Salem Tigers football,/wiki/Salem_Tigers_football,Jimbo Fisher,Q16196005
8,Playing career,1987,Samford,Samford Bulldogs football,/wiki/Samford_Bulldogs_football,Jimbo Fisher,Q16196005
9,Playing career,1988,Chicago Bruisers,Chicago Bruisers,/wiki/Chicago_Bruisers,Jimbo Fisher,Q16196005
10,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Jimbo Fisher,Q16196005
11,Coaching career (HC unless noted),1988–1990,Samford (GA/QB),Samford Bulldogs football,/wiki/Samford_Bulldogs_football,Jimbo Fisher,Q16196005
12,Coaching career (HC unless noted),1988–1990,Samford (GA/QB),Graduate assistant,/wiki/Graduate_assistant,Jimbo Fisher,Q16196005
13,Coaching career (HC unless noted),1991–1992,Samford (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Jimbo Fisher,Q16196005
14,Coaching career (HC unless noted),1993–1998,Auburn (QB),Auburn Tigers football,/wiki/Auburn_Tigers_football,Jimbo Fisher,Q16196005
15,Coaching career (HC unless noted),1999,Cincinnati (OC/QB),Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Jimbo Fisher,Q16196005
16,Coaching career (HC unless noted),2000–2006,LSU (OC/QB),LSU Tigers football,/wiki/LSU_Tigers_football,Jimbo Fisher,Q16196005
17,Coaching career (HC unless noted),2007–2009,Florida State (OC/QB),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Jimbo Fisher,Q16196005
18,Coaching career (HC unless noted),2010–2017,Florida State,,,Jimbo Fisher,Q16196005
19,Coaching career (HC unless noted),2018–present,Texas A&M,Texas A&M Aggies football,/wiki/Texas_A%26M_Aggies_football,Jimbo Fisher,Q16196005
4,Biographical details,Born," (1981-11-11) November 11, 1981 (age 41)Nashville, Tennessee, U.S.","Nashville, Tennessee","/wiki/Nashville,_Tennessee",Clark Lea,Q97580933
5,Playing career,2002–2004,Vanderbilt,Vanderbilt Commodores football,/wiki/Vanderbilt_Commodores_football,Clark Lea,Q97580933
6,Playing career,Position(s),Fullback,Fullback (gridiron football),/wiki/Fullback_(gridiron_football),Clark Lea,Q97580933
7,Coaching career (HC unless noted),2006,UCLA (GA),UCLA Bruins football,/wiki/UCLA_Bruins_football,Clark Lea,Q97580933
8,Coaching career (HC unless noted),2006,UCLA (GA),Graduate assistant,/wiki/Graduate_assistant,Clark Lea,Q97580933
