,i_header,i_label,i_data,title,link,coach_name,id
18,Administrative career (AD unless noted),1998,Georgia (staff),,,Mike Bobo,Q6846066
1,Personal information,Born:," (1985-11-08) November 8, 1985 (age 37)Warwick, Rhode Island","Warwick, Rhode Island","/wiki/Warwick,_Rhode_Island",Liam Coen,Q99991561
4,Career information,High school:,La Salle Academy (RI),La Salle Academy (Rhode Island),/wiki/La_Salle_Academy_(Rhode_Island),Liam Coen,Q99991561
5,Career information,College:,UMass,UMass Minutemen football,/wiki/UMass_Minutemen_football,Liam Coen,Q99991561
3,Biographical details,Born," (1964-01-26) January 26, 1964 (age 59)Homer, Michigan","Homer, Michigan","/wiki/Homer,_Michigan",Mike Denbrock,Q16195503
4,Playing career,1982–1985,Grand Valley State,Grand Valley State Lakers football,/wiki/Grand_Valley_State_Lakers_football,Mike Denbrock,Q16195503
5,Playing career,Position(s),Tight end,Tight end,/wiki/Tight_end,Mike Denbrock,Q16195503
6,Coaching career (HC unless noted),1986–1987,Grand Valley State (GA),Grand Valley State Lakers football,/wiki/Grand_Valley_State_Lakers_football,Mike Denbrock,Q16195503
7,Coaching career (HC unless noted),1986–1987,Grand Valley State (GA),Graduate assistant,/wiki/Graduate_assistant,Mike Denbrock,Q16195503
8,Coaching career (HC unless noted),1988–1989,Michigan State (GA),Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Mike Denbrock,Q16195503
9,Coaching career (HC unless noted),1990–1991,Illinois State (OT/TE),Illinois State Redbirds football,/wiki/Illinois_State_Redbirds_football,Mike Denbrock,Q16195503
10,Coaching career (HC unless noted),1992–1995,Grand Valley State (OC/QB/WR),Offensive coordinator,/wiki/Offensive_coordinator,Mike Denbrock,Q16195503
11,Coaching career (HC unless noted),1996–1998,Grand Valley State (DC/LB),,,Mike Denbrock,Q16195503
12,Coaching career (HC unless noted),1999–2000,Buffalo Destroyers (AHC/DC/OL/DL),Columbus Destroyers,/wiki/Columbus_Destroyers,Mike Denbrock,Q16195503
13,Coaching career (HC unless noted),2001,Stanford (OT/TE),Stanford Cardinal football,/wiki/Stanford_Cardinal_football,Mike Denbrock,Q16195503
14,Coaching career (HC unless noted),2002–2004,Notre Dame (OT/TE),Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Mike Denbrock,Q16195503
15,Coaching career (HC unless noted),2005–2008,Washington (OL),Washington Huskies football,/wiki/Washington_Huskies_football,Mike Denbrock,Q16195503
16,Coaching career (HC unless noted),2009,Indiana State (AHC/ST/LB),Indiana State Sycamores football,/wiki/Indiana_State_Sycamores_football,Mike Denbrock,Q16195503
17,Coaching career (HC unless noted),2010–2011,Notre Dame (TE),,,Mike Denbrock,Q16195503
18,Coaching career (HC unless noted),2012–2013,Notre Dame (WR),,,Mike Denbrock,Q16195503
19,Coaching career (HC unless noted),2014,Notre Dame (OC/WR),,,Mike Denbrock,Q16195503
20,Coaching career (HC unless noted),2015–2016,Notre Dame (AHC/WR),,,Mike Denbrock,Q16195503
21,Coaching career (HC unless noted),2017,Cincinnati (OC/QB),Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Mike Denbrock,Q16195503
22,Coaching career (HC unless noted),2018–2021,Cincinnati (OC/TE),,,Mike Denbrock,Q16195503
23,Coaching career (HC unless noted),2022–present,LSU (OC/TE),LSU Tigers football,/wiki/LSU_Tigers_football,Mike Denbrock,Q16195503
3,Biographical details,Born," (1982-12-28) December 28, 1982 (age 40)Nederland, Texas","Nederland, Texas","/wiki/Nederland,_Texas",Kevin Barbay,Q118533913
4,Playing career,2002,Grambling State,Grambling State Tigers football,/wiki/Grambling_State_Tigers_football,Kevin Barbay,Q118533913
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Kevin Barbay,Q118533913
6,Coaching career (HC unless noted),2003–2004,Monsignor Kelly Catholic High School (WR),Monsignor Kelly Catholic High School,/wiki/Monsignor_Kelly_Catholic_High_School,Kevin Barbay,Q118533913
7,Coaching career (HC unless noted),2005–2006,Baylor (GA),Baylor Bears football,/wiki/Baylor_Bears_football,Kevin Barbay,Q118533913
8,Coaching career (HC unless noted),2007–2008,Texas A&M-Commerce (QB/WR),Texas A&M-Commerce Lions football,/wiki/Texas_A%26M-Commerce_Lions_football,Kevin Barbay,Q118533913
9,Coaching career (HC unless noted),2009,North Texas (GA),North Texas Mean Green football,/wiki/North_Texas_Mean_Green_football,Kevin Barbay,Q118533913
10,Coaching career (HC unless noted),2010–2011,Warren High School,"Warren High School (Warren, Texas)","/wiki/Warren_High_School_(Warren,_Texas)",Kevin Barbay,Q118533913
11,Coaching career (HC unless noted),2012–2013,Lamar (WR/ST),Lamar Cardinals football,/wiki/Lamar_Cardinals_football,Kevin Barbay,Q118533913
12,Coaching career (HC unless noted),2014,Colorado State (DPP),Colorado State Rams football,/wiki/Colorado_State_Rams_football,Kevin Barbay,Q118533913
13,Coaching career (HC unless noted),2015–2017,Florida (DPD),Florida Gators football,/wiki/Florida_Gators_football,Kevin Barbay,Q118533913
14,Coaching career (HC unless noted),2018,Stephen F. Austin (OC/QB),Stephen F. Austin Lumberjacks football,/wiki/Stephen_F._Austin_Lumberjacks_football,Kevin Barbay,Q118533913
15,Coaching career (HC unless noted),2019–2020,Central Michigan (AHC/WR),Central Michigan Chippewas football,/wiki/Central_Michigan_Chippewas_football,Kevin Barbay,Q118533913
16,Coaching career (HC unless noted),2021,Central Michigan (OC/QB),,,Kevin Barbay,Q118533913
17,Coaching career (HC unless noted),2022,Appalachian State (OC/QB),Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Kevin Barbay,Q118533913
18,Coaching career (HC unless noted),2023–present,Mississippi State (OC/QB),Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Kevin Barbay,Q118533913
3,Playing career,2009–2013,Boise State,Boise State Broncos football,/wiki/Boise_State_Broncos_football,Kirby Moore,Q115658975
4,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Kirby Moore,Q115658975
5,Coaching career (HC unless noted),2014,College of Idaho (WR),College of Idaho,/wiki/College_of_Idaho,Kirby Moore,Q115658975
6,Coaching career (HC unless noted),2015–2016,Washington (GA),Washington Huskies football,/wiki/Washington_Huskies_football,Kirby Moore,Q115658975
7,Coaching career (HC unless noted),2017–2019,Fresno State (WR),Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Kirby Moore,Q115658975
8,Coaching career (HC unless noted),2020–2021,Fresno State (PGC/WR),,,Kirby Moore,Q115658975
9,Coaching career (HC unless noted),2022,Fresno State (OC/QB),,,Kirby Moore,Q115658975
10,Coaching career (HC unless noted),2023–present,Missouri (OC/QB),Missouri Tigers football,/wiki/Missouri_Tigers_football,Kirby Moore,Q115658975
1,Personal information,Born:," (1980-10-01) October 1, 1980 (age 42)Newport, Arkansas, U.S.","Newport, Arkansas","/wiki/Newport,_Arkansas",Dowell Loggains,Q5302676
4,Career information,High school:,Abilene (TX) Cooper,"Cooper High School (Abilene, Texas)","/wiki/Cooper_High_School_(Abilene,_Texas)",Dowell Loggains,Q5302676
5,Career information,College:,Arkansas,Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Dowell Loggains,Q5302676
3,Biographical details,Born," (1986-01-29) January 29, 1986 (age 37)",,,Joey Halzle,Q118521429
4,Biographical details,Alma mater,Oklahoma (2008),University of Oklahoma,/wiki/University_of_Oklahoma,Joey Halzle,Q118521429
5,Playing career,2006–2008,Oklahoma,Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Joey Halzle,Q118521429
6,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Joey Halzle,Q118521429
7,Coaching career (HC unless noted),2009–2011,Oklahoma (QC),,,Joey Halzle,Q118521429
8,Coaching career (HC unless noted),2012–2014,Oklahoma (GA),,,Joey Halzle,Q118521429
9,Coaching career (HC unless noted),2015,Utah State (OA/assistant QB),Utah State Aggies football,/wiki/Utah_State_Aggies_football,Joey Halzle,Q118521429
10,Coaching career (HC unless noted),2016,Missouri (OA/assistant QB),Missouri Tigers football,/wiki/Missouri_Tigers_football,Joey Halzle,Q118521429
11,Coaching career (HC unless noted),2019,UCF (OA),UCF Knights football,/wiki/UCF_Knights_football,Joey Halzle,Q118521429
12,Coaching career (HC unless noted),2020,UCF (QB),,,Joey Halzle,Q118521429
13,Coaching career (HC unless noted),2021–2022,Tennessee (QB),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Joey Halzle,Q118521429
14,Coaching career (HC unless noted),2023–present,Tennessee (OC/QB),,,Joey Halzle,Q118521429
3,Biographical details,Born," (1961-03-10) March 10, 1961 (age 62)Lewistown, Montana, U.S.","Lewistown, Montana","/wiki/Lewistown,_Montana",Bobby Petrino,Q4935458
4,Playing career,1980–1982,Carroll (MT),Carroll Fighting Saints football,/wiki/Carroll_Fighting_Saints_football,Bobby Petrino,Q4935458
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Bobby Petrino,Q4935458
6,Coaching career (HC unless noted),1983,Carroll (MT) (GA),Carroll Fighting Saints football,/wiki/Carroll_Fighting_Saints_football,Bobby Petrino,Q4935458
7,Coaching career (HC unless noted),1983,Carroll (MT) (GA),Graduate assistant,/wiki/Graduate_assistant,Bobby Petrino,Q4935458
8,Coaching career (HC unless noted),1984,Weber State (GA),Weber State Wildcats football,/wiki/Weber_State_Wildcats_football,Bobby Petrino,Q4935458
9,Coaching career (HC unless noted),1985–1986,Carroll (MT) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Bobby Petrino,Q4935458
10,Coaching career (HC unless noted),1987–1988,Weber State (WR/TE),,,Bobby Petrino,Q4935458
11,Coaching career (HC unless noted),1989,Idaho (QB),Idaho Vandals football,/wiki/Idaho_Vandals_football,Bobby Petrino,Q4935458
12,Coaching career (HC unless noted),1990–1991,Idaho (OC),,,Bobby Petrino,Q4935458
13,Coaching career (HC unless noted),1992–1993,Arizona State (QB),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Bobby Petrino,Q4935458
14,Coaching career (HC unless noted),1994,Nevada (OC/QB),Nevada Wolf Pack football,/wiki/Nevada_Wolf_Pack_football,Bobby Petrino,Q4935458
15,Coaching career (HC unless noted),1995–1997,Utah State (OC),Utah State Aggies football,/wiki/Utah_State_Aggies_football,Bobby Petrino,Q4935458
16,Coaching career (HC unless noted),1998,Louisville (OC/QB),Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Bobby Petrino,Q4935458
17,Coaching career (HC unless noted),1999–2000,Jacksonville Jaguars (QB),Jacksonville Jaguars,/wiki/Jacksonville_Jaguars,Bobby Petrino,Q4935458
18,Coaching career (HC unless noted),2001,Jacksonville Jaguars (OC),,,Bobby Petrino,Q4935458
19,Coaching career (HC unless noted),2002,Auburn (OC),Auburn Tigers football,/wiki/Auburn_Tigers_football,Bobby Petrino,Q4935458
20,Coaching career (HC unless noted),2003–2006,Louisville,,,Bobby Petrino,Q4935458
21,Coaching career (HC unless noted),2007,Atlanta Falcons,2007 Atlanta Falcons season,/wiki/2007_Atlanta_Falcons_season,Bobby Petrino,Q4935458
22,Coaching career (HC unless noted),2008–2011,Arkansas,Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Bobby Petrino,Q4935458
23,Coaching career (HC unless noted),2013,Western Kentucky,Western Kentucky Hilltoppers football,/wiki/Western_Kentucky_Hilltoppers_football,Bobby Petrino,Q4935458
24,Coaching career (HC unless noted),2014–2018,Louisville,,,Bobby Petrino,Q4935458
25,Coaching career (HC unless noted),2020–2022,Missouri State,Missouri State Bears football,/wiki/Missouri_State_Bears_football,Bobby Petrino,Q4935458
26,Coaching career (HC unless noted),2023–present,Texas A&M (OC),Texas A&M Aggies football,/wiki/Texas_A%26M_Aggies_football,Bobby Petrino,Q4935458
3,Biographical details,Born," (1983-10-17) October 17, 1983 (age 39)Indianapolis, Indiana",Indianapolis,/wiki/Indianapolis,Joey Lynch,Q98611189
4,Playing career,2003–2006,Ball State,Ball State Cardinals football,/wiki/Ball_State_Cardinals_football,Joey Lynch,Q98611189
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Joey Lynch,Q98611189
6,Coaching career (HC unless noted),2007,Saint Joseph's (IN) (OC/QB),Saint Joseph's College (Indiana),/wiki/Saint_Joseph%27s_College_(Indiana),Joey Lynch,Q98611189
7,Coaching career (HC unless noted),2008,Ashland (OC),Ashland Eagles,/wiki/Ashland_Eagles,Joey Lynch,Q98611189
8,Coaching career (HC unless noted),2009,Ball State (WR),Ball State Cardinals football,/wiki/Ball_State_Cardinals_football,Joey Lynch,Q98611189
9,Coaching career (HC unless noted),2010,Ball State (WR/RC),,,Joey Lynch,Q98611189
10,Coaching career (HC unless noted),2011–2013,Ball State (TE/RC),,,Joey Lynch,Q98611189
11,Coaching career (HC unless noted),2014–2018,Ball State (OC/QB),,,Joey Lynch,Q98611189
12,Coaching career (HC unless noted),2019,Ball State (AHC/OC/QB),,,Joey Lynch,Q98611189
13,Coaching career (HC unless noted),2020,Colorado State (OC/QB),Colorado State Rams football,/wiki/Colorado_State_Rams_football,Joey Lynch,Q98611189
14,Coaching career (HC unless noted),2021,Vanderbilt (PGC/QB),Vanderbilt Commodores football,/wiki/Vanderbilt_Commodores_football,Joey Lynch,Q98611189
15,Coaching career (HC unless noted),2022–present,Vanderbilt (OC/QB),,,Joey Lynch,Q98611189
4,Biographical details,Born," (1971-04-03) April 3, 1971 (age 52)",,,Frank Ponce,Q27517325
5,Biographical details,Alma mater,Florida International,Florida International University,/wiki/Florida_International_University,Frank Ponce,Q27517325
6,Playing career,1989–1990,Arizona Western,Arizona Western Matadors,/wiki/Arizona_Western_Matadors,Frank Ponce,Q27517325
7,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Frank Ponce,Q27517325
8,Coaching career (HC unless noted),1992,La Progresiva Presbyterian School (FL) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Frank Ponce,Q27517325
9,Coaching career (HC unless noted),1993–1996,Coral Gables HS (FL) (QB/WR),Coral Gables Senior High School,/wiki/Coral_Gables_Senior_High_School,Frank Ponce,Q27517325
10,Coaching career (HC unless noted),1998,Miami Northwestern Senior HS (FL) (QB),Miami Northwestern Senior High School,/wiki/Miami_Northwestern_Senior_High_School,Frank Ponce,Q27517325
11,Coaching career (HC unless noted),1999–2000,Miami Central (FL) (OC/QB),Miami Central High School,/wiki/Miami_Central_High_School,Frank Ponce,Q27517325
12,Coaching career (HC unless noted),2002–2003,Coral Reef Senior (FL),Coral Reef Senior High School,/wiki/Coral_Reef_Senior_High_School,Frank Ponce,Q27517325
13,Coaching career (HC unless noted),2004–2006,Miami Senior HS (FL),Miami Senior High School,/wiki/Miami_Senior_High_School,Frank Ponce,Q27517325
14,Coaching career (HC unless noted),2007–2012,FIU (WR),FIU Panthers football,/wiki/FIU_Panthers_football,Frank Ponce,Q27517325
15,Coaching career (HC unless noted),2013–2018,Appalachian State (co-OC/QB),Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Frank Ponce,Q27517325
16,Coaching career (HC unless noted),2019–2020,Louisville (QB),Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Frank Ponce,Q27517325
17,Coaching career (HC unless noted),2021,Appalachian State (OC/QB),,,Frank Ponce,Q27517325
18,Coaching career (HC unless noted),2022,Miami (PGC/QB),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Frank Ponce,Q27517325
19,Coaching career (HC unless noted),2023–present,Appalachian State (OC/QB),,,Frank Ponce,Q27517325
1,Career information,CFL status,American,,,Logan Kilgore,Q47010619
2,Career information,Position(s),QB,Quarterback,/wiki/Quarterback,Logan Kilgore,Q47010619
3,Career information,Height,6 ft 3 in (191 cm),,,Logan Kilgore,Q47010619
4,Career information,Weight,205 lb (93 kg),,,Logan Kilgore,Q47010619
5,Career information,College,"Bakersfield College, Middle Tennessee State",Bakersfield College,/wiki/Bakersfield_College,Logan Kilgore,Q47010619
6,Career information,College,"Bakersfield College, Middle Tennessee State",Middle Tennessee State,/wiki/Middle_Tennessee_State,Logan Kilgore,Q47010619
3,Biographical details,Born," (1984-05-29) May 29, 1984 (age 39)Hattiesburg, Mississippi","Hattiesburg, Mississippi","/wiki/Hattiesburg,_Mississippi",Travis Trickett,Q115100294
4,Biographical details,Alma mater,"
West Virginia University (BS, 2007)
Florida State University (MS, 2008)
",West Virginia University,/wiki/West_Virginia_University,Travis Trickett,Q115100294
5,Biographical details,Alma mater,"
West Virginia University (BS, 2007)
Florida State University (MS, 2008)
",Florida State University,/wiki/Florida_State_University,Travis Trickett,Q115100294
6,Coaching career (HC unless noted),2003–2006,West Virginia (SA),West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Travis Trickett,Q115100294
7,Coaching career (HC unless noted),2007,Alabama (GA),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Travis Trickett,Q115100294
8,Coaching career (HC unless noted),2008–2010,Florida State (GA),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Travis Trickett,Q115100294
9,Coaching career (HC unless noted),2011,Samford (TE),Samford Bulldogs football,/wiki/Samford_Bulldogs_football,Travis Trickett,Q115100294
10,Coaching career (HC unless noted),2012–2015,Samford (OC/QB),,,Travis Trickett,Q115100294
11,Coaching career (HC unless noted),2016,Florida Atlantic (OC/QB),Florida Atlantic Owls football,/wiki/Florida_Atlantic_Owls_football,Travis Trickett,Q115100294
12,Coaching career (HC unless noted),2017–2018,Georgia State (OC/QB),Georgia State Panthers football,/wiki/Georgia_State_Panthers_football,Travis Trickett,Q115100294
13,Coaching career (HC unless noted),2019–2021,West Virginia (IWR/TE),,,Travis Trickett,Q115100294
14,Coaching career (HC unless noted),2022,South Florida (OC/QB),South Florida Bulls football,/wiki/South_Florida_Bulls_football,Travis Trickett,Q115100294
15,Coaching career (HC unless noted),2023–present,Coastal Carolina (OC),Coastal Carolina Chanticleers football,/wiki/Coastal_Carolina_Chanticleers_football,Travis Trickett,Q115100294
3,Biographical details,Born," (1988-09-13) September 13, 1988 (age 34)Macon, Georgia","Macon, Georgia","/wiki/Macon,_Georgia",Bryan Ellis,Q116148315
4,Playing career,2007–2011,UAB,UAB Blazers football,/wiki/UAB_Blazers_football,Bryan Ellis,Q116148315
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Bryan Ellis,Q116148315
6,Coaching career (HC unless noted),2012–2013,UAB (GA),UAB Blazers football,/wiki/UAB_Blazers_football,Bryan Ellis,Q116148315
7,Coaching career (HC unless noted),2014,Western Kentucky (OQC),Western Kentucky Hilltoppers football,/wiki/Western_Kentucky_Hilltoppers_football,Bryan Ellis,Q116148315
8,Coaching career (HC unless noted),2015,Western Kentucky (RB),,,Bryan Ellis,Q116148315
9,Coaching career (HC unless noted),2016,Western Kentucky (PGC/WR),,,Bryan Ellis,Q116148315
10,Coaching career (HC unless noted),2017,USC (OA),USC Trojans football,/wiki/USC_Trojans_football,Bryan Ellis,Q116148315
11,Coaching career (HC unless noted),2018,USC (QB),,,Bryan Ellis,Q116148315
12,Coaching career (HC unless noted),2019–2020,Western Kentucky (OC/QB),,,Bryan Ellis,Q116148315
13,Coaching career (HC unless noted),2021,Western Kentucky (co-OC/IWR),,,Bryan Ellis,Q116148315
14,Coaching career (HC unless noted),2022–present,Georgia Southern (OC/QB),Georgia Southern Eagles football,/wiki/Georgia_Southern_Eagles_football,Bryan Ellis,Q116148315
1,Personal information,Born:," (1989-12-28) December 28, 1989 (age 33)North Huntingdon, Pennsylvania, U.S.","North Huntingdon, Pennsylvania","/wiki/North_Huntingdon,_Pennsylvania",Mike Shanahan,Q17025605
4,Career information,High school:,Norwin (PA),Norwin High School,/wiki/Norwin_High_School,Mike Shanahan,Q17025605
5,Career information,College:,Pittsburgh,Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Mike Shanahan,Q17025605
6,Career information,Undrafted:,2013,2013 NFL Draft,/wiki/2013_NFL_Draft#Notable_undrafted_players,Mike Shanahan,Q17025605
3,Biographical details,Born," (1991-03-19) March 19, 1991 (age 32)Morgantown, West Virginia, U.S.","Morgantown, West Virginia","/wiki/Morgantown,_West_Virginia",Clint Trickett,Q18347976
4,Biographical details,Alma mater,West Virginia,West Virginia University,/wiki/West_Virginia_University,Clint Trickett,Q18347976
5,Playing career,2010–2012,Florida State,Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Clint Trickett,Q18347976
6,Playing career,2013–2014,West Virginia,West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Clint Trickett,Q18347976
7,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Clint Trickett,Q18347976
8,Coaching career (HC unless noted),2015–2016,East Mississippi C.C. (QB),East Mississippi Community College,/wiki/East_Mississippi_Community_College,Clint Trickett,Q18347976
9,Coaching career (HC unless noted),2017–2019,Florida Atlantic (TE),Florida Atlantic Owls football,/wiki/Florida_Atlantic_Owls_football,Clint Trickett,Q18347976
10,Coaching career (HC unless noted),2020,Florida Atlantic (co-OC/QB),,,Clint Trickett,Q18347976
11,Coaching career (HC unless noted),2021,Marshall (WR/PGC),Marshall Thundering Herd football,/wiki/Marshall_Thundering_Herd_football,Clint Trickett,Q18347976
12,Coaching career (HC unless noted),2022–present,Marshall (OC/QB),,,Clint Trickett,Q18347976
3,Biographical details,Born," (1988-08-22) August 22, 1988 (age 35)Armonk, New York, U.S.","Armonk, New York","/wiki/Armonk,_New_York",Kevin Decker,Q115492275
4,Playing career,2007–2011,New Hampshire,New Hampshire Wildcats football,/wiki/New_Hampshire_Wildcats_football,Kevin Decker,Q115492275
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Kevin Decker,Q115492275
6,Coaching career (HC unless noted),2013–2014,Brunswick School (OC/QB),Brunswick School,/wiki/Brunswick_School,Kevin Decker,Q115492275
7,Coaching career (HC unless noted),2015,Montana State (OA),Montana State Bobcats football,/wiki/Montana_State_Bobcats_football,Kevin Decker,Q115492275
8,Coaching career (HC unless noted),2016–2017,Brown (TE),Brown Bears football,/wiki/Brown_Bears_football,Kevin Decker,Q115492275
9,Coaching career (HC unless noted),2018,Brown (OC/TE),,,Kevin Decker,Q115492275
10,Coaching career (HC unless noted),2019–2022,Fordham (OC/QB),Fordham Rams football,/wiki/Fordham_Rams_football,Kevin Decker,Q115492275
11,Coaching career (HC unless noted),2023–present,Old Dominion (OC/QB),Old Dominion Monarchs football,/wiki/Old_Dominion_Monarchs_football,Kevin Decker,Q115492275
3,Biographical details,Born," (1978-07-26) July 26, 1978 (age 45)Baton Rouge, Louisiana, U.S.","Baton Rouge, Louisiana","/wiki/Baton_Rouge,_Louisiana",Major Applewhite,Q6738022
4,Playing career,1998–2001,Texas,Texas Longhorns football,/wiki/Texas_Longhorns_football,Major Applewhite,Q6738022
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Major Applewhite,Q6738022
6,Coaching career (HC unless noted),2003–2004,Texas (GA),Texas Longhorns football,/wiki/Texas_Longhorns_football,Major Applewhite,Q6738022
7,Coaching career (HC unless noted),2003–2004,Texas (GA),Graduate assistant,/wiki/Graduate_assistant,Major Applewhite,Q6738022
8,Coaching career (HC unless noted),2005,Syracuse (QB),Syracuse Orange football,/wiki/Syracuse_Orange_football,Major Applewhite,Q6738022
9,Coaching career (HC unless noted),2006,Rice (OC/QB),Rice Owls football,/wiki/Rice_Owls_football,Major Applewhite,Q6738022
10,Coaching career (HC unless noted),2006,Rice (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Major Applewhite,Q6738022
11,Coaching career (HC unless noted),2007,Alabama (OC/QB),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Major Applewhite,Q6738022
12,Coaching career (HC unless noted),2008–2010,Texas (AHC/RB),,,Major Applewhite,Q6738022
13,Coaching career (HC unless noted),2011–2012,Texas (co-OC/RB),,,Major Applewhite,Q6738022
14,Coaching career (HC unless noted),2013,Texas (co-OC/QB),,,Major Applewhite,Q6738022
15,Coaching career (HC unless noted),2015–2016,Houston (OC/QB),Houston Cougars football,/wiki/Houston_Cougars_football,Major Applewhite,Q6738022
16,Coaching career (HC unless noted),2017–2018,Houston,,,Major Applewhite,Q6738022
17,Coaching career (HC unless noted),2019–2020,Alabama (analyst),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Major Applewhite,Q6738022
18,Coaching career (HC unless noted),2021–present,South Alabama (OC/QB),South Alabama Jaguars football,/wiki/South_Alabama_Jaguars_football,Major Applewhite,Q6738022
3,Biographical details,Born," (1994-11-18) November 18, 1994 (age 28)Denton, Texas","Denton, Texas","/wiki/Denton,_Texas",Mack Leftwich,Q115492337
4,Playing career,2013–2016,UTEP,UTEP Miners football,/wiki/UTEP_Miners_football,Mack Leftwich,Q115492337
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Mack Leftwich,Q115492337
6,Coaching career (HC unless noted),2016,UTEP (SA),UTEP Miners football,/wiki/UTEP_Miners_football,Mack Leftwich,Q115492337
7,Coaching career (HC unless noted),2017,Lehman HS (TX) (OC/QB),Lehman High School (Texas),/wiki/Lehman_High_School_(Texas),Mack Leftwich,Q115492337
8,Coaching career (HC unless noted),2017,Lehman HS (TX) (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Mack Leftwich,Q115492337
9,Coaching career (HC unless noted),2018,Incarnate Word (GA),Incarnate Word Cardinals football,/wiki/Incarnate_Word_Cardinals_football,Mack Leftwich,Q115492337
10,Coaching career (HC unless noted),2019–2021,Incarnate Word (QB),,,Mack Leftwich,Q115492337
11,Coaching career (HC unless noted),2022,Incarnate Word (OC/QB),,,Mack Leftwich,Q115492337
12,Coaching career (HC unless noted),2023–present,Texas State (OC),Texas State Bobcats football,/wiki/Texas_State_Bobcats_football,Mack Leftwich,Q115492337
3,Biographical details,Born," (1985-09-07) September 7, 1985 (age 38)Chelsea, Alabama","Chelsea, Alabama","/wiki/Chelsea,_Alabama",Joe Craddock,Q18637257
4,Playing career,2005–2008,Middle Tennessee State,Middle Tennessee State Blue Raiders football,/wiki/Middle_Tennessee_State_Blue_Raiders_football,Joe Craddock,Q18637257
5,Playing career,2009–2010,Parma Panthers,Parma Panthers,/wiki/Parma_Panthers,Joe Craddock,Q18637257
6,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Joe Craddock,Q18637257
7,Coaching career (HC unless noted),2010–2011,Briarwood Christian HS (AL) (OC/QB),Briarwood Christian School,/wiki/Briarwood_Christian_School,Joe Craddock,Q18637257
8,Coaching career (HC unless noted),2010–2011,Briarwood Christian HS (AL) (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Joe Craddock,Q18637257
9,Coaching career (HC unless noted),2012,Clemson (player dev.),Clemson Tigers football,/wiki/Clemson_Tigers_football,Joe Craddock,Q18637257
10,Coaching career (HC unless noted),2013–2014,Clemson (GA),Graduate assistant,/wiki/Graduate_assistant,Joe Craddock,Q18637257
11,Coaching career (HC unless noted),2015–2017,SMU (OC/QB),SMU Mustangs football,/wiki/SMU_Mustangs_football,Joe Craddock,Q18637257
12,Coaching career (HC unless noted),2018–2019,Arkansas (OC/QB),Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Joe Craddock,Q18637257
13,Coaching career (HC unless noted),2020–2021,UAB (TE),UAB Blazers football,/wiki/UAB_Blazers_football,Joe Craddock,Q18637257
14,Coaching career (HC unless noted),2022–present,Troy (OC/QB),Troy Trojans football,/wiki/Troy_Trojans_football,Joe Craddock,Q18637257
3,Biographical details,Born," (1986-05-27) May 27, 1986 (age 37)",,,Matt Barnes,Q105081677
